"name","value"
"REQUEST_RAINBOW_POINT_REWARD","0x024C"
"UPGRADE_ROOM_PUT_UP_ITEM","0x024D"
"UPGRADE_ROOM_UPGRADE_START","0x024E"
"UPGRADE_ROOM_UPGRADE_CANCEL","0x024F"
"UPGRADE_ROOM_MASTER_MESSAGE","0x0250"
"CHARM_PROLONG","0x0251"
"SECURITY_STATUS","0x0252"
"EVENT_NPC_DROP_ITEM_","0x0253"
"REQUEST_PICK_EVENT_INFO","0x0254"
"LETS_PICK_PRESENT","0x0255"
"REQUEST_ADD_PICK_CHANCE","0x0256"
"CREATE_EXPERT_JOB_STORE","0x0257"
"ENTER_EXPERT_JOB_STORE","0x0258"
"CLOSE_EXPERT_JOB_STORE","0x0259"
"USE_ENCHANT_STORE","0x025A"
"GET_EXPAND_EXP_GAGE_REWARD","0x025B"
"UPGRADE_CARD","0x025C"
"USER_RANK_COMBO","0x025D"
"USE_OBJECT_SCALE_EFFECT_IN_VILLAGE","0x025E"
"CANCLE_OBJECT_SCALE_EFFECT_IN_VILLAGE","0x025F"
"REQUEST_CHILDREN_DAY_EVENT_REWARD","0x0260"
"REQUEST_EXP_KEEPING_EVENT_REWARD","0x0261"
"REQUEST_SP_TEAM","0x0262"
"STRONGEST_PVP_PRIVATE_INFO","0x0263"
"REPAIR_EXPERT_JOB_STORE","0x0264"
"APPENDAGE_DESTORY_OBJECT","0x0265"
"STRONGEST_PVP_MEMBER_CHANNELINFO","0x0266"
"UPDATE_EVENT_DUNGEON_TOP_RANK","0x0267"
"TERA_PIECE_CLEAR_TIME_RANK_REQUEST","0x0268"
"BROADCAST_PVP_MAKE_ITEM","0x0269"
"BROADCAST_PVP_SELECTED_CHARACTER","0x026A"
"TIMER_MODIFY_INFO","0x026B"
"SUMMON_TIME_LINE","0x026C"
"SEA_CHASE_MINI_GAME_RESULT","0x026D"
"REQUEST_UPDATE_SPEC_EVENT","0x026E"
"REQUEST_SPEC_EVENT_REWARD","0x026F"
"GAIN_EAT_OBJECT","0x0270"
"PVP_DAILY_WIN_COUNT","0x0271"
"DELETE_PVP_FIGHT_DOLL_TICKET","0x0272"
"SELECT_FIGHT_DOLL","0x0273"
"USE_PVP_DOLL_SKILL","0x0274"
"FIGHT_DOLL_RANK_IDX","0x0275"
"ATTENDANCE_MARBLE_EVENT_INFO","0x0276"
"ATTENDANCE_MARBLE_EVENT_DICE","0x0277"
"USER_STATE_MOTION","0x0278"
"GET_PCROOM_TIME_POINT_ITEM","0x0279"
"GET_AVATAR_SPEC_EVENT","0x027A"
"REQUEST_EVENT_DUNGEON_TOP_RANK_INFO","0x027B"
"DUNGEON_CLEAR","0x027C"
"DURING_LOGIN_TIME_EVENT_ACTION","0x027D"
"BID_LEGENDARY_AUCTION","0x027E"
"CHARACTER_CREATE_COUNT_PER_DAY_FOR_KOR","0x027F"
"RETURN_USER_REWARD_REQUEST","0x0280"
"REQUEST_FATIGUE_USE_REWARD","0x0281"
"ATTENDANCE_MARBLE_DOUBLE_EXIT","0x0282"
"SET_EXPECT_PARTY_LIST","0x0283"
"PVP_ROOM_FOR_SIMULATION","0x0284"
"OTP_CHECK","0x0285"
"CHARAC_VIEW_HIDDEN_CHARAC_INFO","0x0286"
"REBIRTH_HARDCORE_CHARAC","0x0287"
"HARDCORE_CHARAC_LIST","0x0288"
"HARDCORE_MURDERER","0x0289"
"REQUEST_RESET_HARDCORE_CHARAC","0x028A"
"HARDCORE_RANK","0x028B"
"REQUEST_EVENT_GIFT","0x028C"
"ASSAULT_REVIVE_USE_MONEY","0x028D"
"DIMENSION_EXPERIENCE_USER_REWARD","0x028E"
"DIMENSION_EXPERIENCE_MENTOR","0x028F"
"DIMENSION_EXPERIENCE_CLEAR_REWARD","0x0290"
"USING_SKILL_LOG","0x0291"
"CHANGE_DECK_INFO","0x0292"
"RAID_ENTRY_COST_INFO","0x0293"
"RAID_MOVIE_SKIP","0x0294"
"SELECT_RAID_REWARD_CARD","0x0295"
"RAID_DO_BEHAVIOR","0x0296"
"RAID_SET_SYMBOL","0x0297"
"RAID_MESSAGE","0x0298"
"CREATE_RAID","0x0299"
"LEAVE_RAID","0x029A"
"START_RAID","0x029B"
"SET_RAID_WAITING","0x029C"
"REJOIN_RAID","0x029D"
"RAID_MANAGER_WORK","0x029E"
"MODIFY_RAID_INFO","0x029F"
"DISJOINT_COLOSSEUM_ITEM","0x02A0"
"REQUEST_STAR_MARKETING_CREATURE","0x02A1"
"CHANGE_STAR_MARKETING_INFINITE_CREATURE","0x02A2"
"RECENT_FRIEND_LIST","0x02A3"
"PVP_SEASON_REWARD","0x02A4"
"GUNNER_2_AWAKENING_USER_REWARD","0x02A5"
"GUNNER_2_AWAKENING_CLEAR_REWARD","0x02A6"
"REQUEST_ITEM_GROWTYPE_EXPERIENCE","0x02A7"
"LOAD_EXTEND_CHARACS","0x02A8"
"START_SLOT_MACHINE","0x02A9"
"EXECUTE_SLOT_MACHINE","0x02AA"
"BINGO_RESET","0x02AB"
"REQ_HUMAN_CERTIFY","0x02AC"
"RECOVERY_DELETE_CHARACTER","0x02AD"
"GET_COUPON_SYSTEM_REWARD","0x02AE"
"LEVEL_UP_EVENT_REWARD","0x02AF"
"ILLUSION_UPGRADE_STATE","0x02B0"
"EVENT_REWARD","0x02B1"
"EVENT_REQUEST","0x02B2"
"STATICS_RUNTIME_TING","0x02B3"
"RESERVE_LEAVE_PARTY","0x02B4"
"CHECK_DOUBLE_CHARACTER_NAME","0x02B5"
"CRACK_OF_DIMENSION","0x02B6"
"RAID_BUFF_SYSTEM","0x02B7"
"RAID_MONSTER_HP","0x02B8"
"DUNGEON_BONUS_MONSTER","0x02B9"
"PCROOM_ATTENDANCE_EVENT_CHECK","0x02BA"
"USER_ATTENDANCE_EVENT_CHECK","0x02BB"
"DAILY_CHALLENGE_REWARD","0x02BC"
"REQUEST_STUDY_JOIN_REWARD","0x02BD"
"FARM_EVENT_ACTION","0x02BE"
"UPDATE_SPEC_EVENT","0x02BF"
"GET_PCROOM_WITH_FRIEND_ITEM","0x02C0"
"CONTENTS_PLAY_INFO","0x02C1"
"ENTRY_INTO_PARTY","0x02C2"
"ENTRY_INTO_PARTY_FINISH","0x02C3"
"EQUIPMENT_SWAP_INFO","0x02C4"
"JOIN_REAL_ESTATE","0x02C5"
"LEAVE_REAL_ESTATE","0x02C6"
"START_REAL_ESTATE","0x02C7"
"REAL_ESTATE_USER_STATE","0x02C8"
"UDP_PACKET_STATISTIC","0x02C9"
"REQUEST_ITEM_SORT_LOCK","0x02CA"
"REQUEST_ITEM_SORT_UNLOCK","0x02CB"
"SHOP_PURCHASE_COUNT","0x02CC"
"SLOT_MACHINE_UPDATE_ITEM_LIST","0x02CD"
"SET_PCROOM_CHOICE_AND_FOCUS_MISSION","0x02CE"
"GET_PCROOM_CHOICE_AND_FOCUS_ITEM","0x02CF"
"TERRITORY_COMBAT_SYMBOL","0x02D0"
"TERRITORY_COMBAT_RESPAWN","0x02D1"
"TERRITORY_COMBAT_SITUATION_ROOM","0x02D2"
"TERRITORY_COMBAT_SKILL","0x02D3"
"RENTAL_ITEM_EVENT_INFO","0x02D4"
"DUNGEON_DAMAGE_INFO","0x02D5"
"USE_GOLDCARD_REAL_ESTATE","0x02D6"
"REJOIN_DUNGEON","0x02D7"
"CANCEL_REJOIN_DUNGEON","0x02D8"
"CHECK_GUILD_CREATE_PROMOTE_MSG","0x02D9"
"REQUEST_GUILD_CREATE_PERMIT","0x02DA"
"REPLY_GUILD_CREATE_PERMIT","0x02DB"
"CANCEL_GUILD_CREATE","0x02DC"
"REQ_GUILD_INFO_OF_MY_CHARS","0x02DD"
"REQ_GUILD_SERCH_FOR_JOIN","0x02DE"
"TODAY_GUILD_ATTENDANCE_DETAIL_INFO","0x02DF"
"REQ_GUILD_MILEAGE_HISTORY","0x02E0"
"CHANGE_GUILD_GRADE","0x02E1"
"VARIABLE_NEED_MATERIAL","0x02E2"
"TRY_PUZZLE","0x02E3"
"FPS_PERFORMANCE_STATISTIC","0x02E4"
"SET_USER_AREA_PRE_CHECK","0x02E5"
"REQ_GUILD_ALLIANCE","0x02E6"
"REQ_GUILD_ALLIANCE_LIST","0x02E7"
"CANCEL_REQ_GUILD_ALLIANCE","0x02E8"
"CALL_GUILD_ALLIANCE_LIST","0x02E9"
"APPROVE_GUILD_ALLIANCE","0x02EA"
"DENY_GUILD_ALLIANCE","0x02EB"
"SECEDE_GUILD_ALLIANCE","0x02EC"
"BUY_GUILD_CONTENTS","0x02ED"
"REQ_RECOMMEND_GUILD","0x02EE"
"SEND_GUILD_PRESENT","0x02EF"
"REQ_GUILD_PRESENTS_LIST","0x02F0"
"RECV_GUILD_PRESENT","0x02F1"
"REGISTER_GUILD_SUPPORT_CHARAC","0x02F2"
"REMOVE_GUILD_SUPPORT_CHARAC","0x02F3"
"RENT_GUILD_SUPPORT_CHARAC","0x02F4"
"RENT_CANCEL_GUILD_SUPPORT_CHARAC","0x02F5"
"INFO_GUILD_SUPPORT_CHARAC","0x02F6"
"USE_GUILD_SUPPORT_CHARAC","0x02F7"
"WEB_VIEWER_INFO","0x02F8"
"DESTROY_ASSAULT_OBJECT","0x02F9"
"REQUEST_CIRCLE_ENTER","0x02FA"
"CHECK_TERRITORY_COMBAT_DECLARATION","0x02FB"
"REQ_TERRITORY_COMBAT_DECLARATION","0x02FC"
"REQ_TERRITORY_COMBAT_DECLARATION_LIST","0x02FD"
"CHECK_TERRITORY_COMBAT_INDIRECT_PART","0x02FE"
"REQ_TERRITORY_COMBAT_INDIRECT_PART","0x02FF"
"REQ_TERRITORY_COMBAT_INDIRECT_PART_STATUS","0x0300"
"REQ_TERRITORY_COMBAT_INDIRECT_PART_REWARD","0x0301"
"RE_GROWUP_CHANGE","0x0302"
"SKILL_QUICK_SLOT_SORT","0x0303"
"CHANGE_GUILD_MARK","0x0304"
"EPIC_BOOK_MAKE_ITEM","0x0305"
"REQUEST_SERVER_CHARACTER_LIST","0x0306"
"DELETE_QUEST","0x0307"
"HOUSING_TREE_INFO","0x0308"
"HOUSING_SET_NEW_TREE","0x0309"
"HOUSING_GIVE_WATER","0x030A"
"HOUSING_HARVEST_TREE","0x030B"
"HOUSING_WATER_HISTORY","0x030C"
"HOUSING_RESET_TREE","0x030D"
"BUY_ITEM_USE_POINT","0x030E"
"CHECK_SHOP_ENTRANCE","0x030F"
"EVENT_DNFTREND_GET_REWARD","0x0310"
"EVENT_TEN_MINUTE_GET_REWARD","0x0311"
"PREMIUM_SERVICE","0x0312"
"ANTIBOT_DELAY_LOG","0x0313"
"EVENT_DUNGEON_DESTORY_OBJECT","0x0314"
"EVENT_DUNGEON_CLEAR_ROOM","0x0315"
"CHANGE_CREATURE_TRADE_ATTR","0x0316"
"LOGGING_CLONG","0x0317"
"MAPCLEAR_LOG_WARROOM","0x0318"
"STREET_VICTOR_BOARD_TOP_VICTOR_DATA","0x0319"
"STREET_VICTOR_BOARD_MY_DATA","0x031A"
"INFORM_LOCK_TIME","0x031B"
"USE_EMBLEM_FOR_EQUIPMENT","0x031C"
"ADD_EQUIPMENT_SOCKET","0x031D"
"CONVERT_EMBLEM","0x031E"
"REPORT_BAD_USER","0x031F"
"GET_USER_INFO_FOR_REPORT_BAD_USER","0x0320"
"ACTION_POINT_ACTION_CLEAR","0x0321"
"ACTION_POINT_GET_REWARD_ITEM","0x0322"
"DECORATION_USE_STACKABLE","0x0323"
"DECORATION_SETUP","0x0324"
"DECORATION_MOVE_INVENSLOT","0x0325"
"HOUSING_INVITE_FRIEND","0x0326"
"HOUSING_VISIT_ROOM","0x0327"
"HOUSING_ENTER_ROOM","0x0328"
"HOUSING_LEAVE_ROOM","0x0329"
"HOUSING_SEND_MESSAGE","0x032A"
"PACKET_SWITCH_EQUIPSLOT","0x032B"
"KILL_PLAYER_LOG","0x032C"
"JOIN_TOURNAMENT","0x032D"
"TOURNAMENT_STATUS","0x032E"
"USE_AVATAR_POTTERY","0x032F"
"MOVE_ITEM_TO_ACCOUNT_CARGO","0x0330"
"ARAD_ATTENDANCE_CHECK","0x0331"
"ARAD_COMPOUND_KATAGAKI","0x0332"
"EVENT_LOGIN_AND_GIFT","0x0333"
"USED_GOLDSKILL","0x0334"
"ADVANCE_ALTAR_START_GAME","0x0335"
"ADVANCE_ALTAR_BUY_ITEM","0x0336"
"ADVANCE_ALTAR_SET_SLOT","0x0337"
"ADVANCE_ALTAR_UPGRADE_GAGE","0x0338"
"ADVANCE_ALTAR_SUMMON_UNIT","0x0339"
"ADVANCE_ALTAR_EXCHANGE_SLOT","0x033A"
"ADVANCE_ALTAR_PAUSE","0x033B"
"ADVANCE_ALTAR_GET_ACHIEVEMENT_REWARD","0x033C"
"ADVANCE_ALTAR_RESET_STAR","0x033D"
"ADVANCE_ALTAR_STAGE_CLEAR_INFO","0x033E"
"ADVANCE_ALTAR_FULL_GAGE_REWARD","0x033F"
"REQ_IGA_VER","0x0340"
"PERIOD_ITEM_REBUY_STATISTIC","0x0341"
"ADD_EQUIPMENT_EFFECT","0x0342"
"MINORITY_EVENT","0x0343"
"USE_JUMPING_CHAR_TICKET","0x0344"
"USE_AVATAR_ROULETTE","0x0345"
"AVATAR_COIN_COUNT","0x0346"
"AVATAR_HIDDEN_OPTION_CHANGE","0x0347"
"USE_AVATAR_RECHARGE_JPN","0x0348"
"EMBLEM_COMPOUND_JPN","0x0349"
"AVATAR_CONVERT_JPN","0x034A"
"REQ_ARAD_CONDITION_EVENT_REWARD","0x034B"
"USE_ANCIENT_MYSTIC_CUBE","0x034C"
"QUIZ_REQ_ITEM","0x034D"
"QUIZ_RES_ITEM","0x034E"
"QUEST_BEFORE_70_LEVEL_EXPAND","0x034F"
"LEVELUP_SUPPORT_REQ_ITEM","0x0350"
"P2P_HOLE_PUNCHING_SUCCESS_RATE","0x0351"
"CHARACTER_CREATE_COUNT_PER_DAY","0x0352"
"USE_TITLE_CHANGE_ITEM","0x0353"
"GET_DANJIN_EVENT_AVATAR_LIMIT_BOX","0x0354"
"GET_DANJIN_EVENT_AVATAR_UNLIMIT_BOX","0x0355"
"USE_DANJIN_EVENT_AVATAR_EXTEND","0x0356"
"DESTORY_DUNGEON_START","0x0357"
"COMPOUND_UNIQUE_ITEM","0x0358"
"DOUBLE_ATTENDANCE_SET_LOGOUT","0x0359"
"REPORT_PARTY_PLAY_MANNER","0x035A"
"EMBLEM_COLLECT_ITEM","0x035B"
"READ_HUNTING_SKILL","0x035C"
"UPGRADE_CARRY_GOLD","0x035D"
"APC_TN_INFO","0x035E"
"APC_TN_ENTRANCE","0x035F"
"APC_TN_BETTING","0x0360"
"APC_TN_DIVIDEND","0x0361"
"REQUEST_PICKED_AVATAR","0x0362"
"SECRET_EVENT_SHOP_BUY_ITEM","0x0363"
"USER_CHOICE_EVENT","0x0364"
"EVENT_ATTENDANCE_REWARD","0x0365"
"QQ_PCROOM_BENEFIT_REWARD","0x0366"
"EVENT_CREATE_DNF_REQUEST","0x0367"
"REQUEST_PCROOM_DAYILY_REWARD","0x0368"
"HERO_MISSION_DATA_REWARD","0x0369"
"ROGER_LEVINE_AUCTION_BUYNOW","0x036A"
"ROGER_LEVINE_AUCTION_BIDDING","0x036B"
"DUNGEON_NPC_SHOP_BUY_ITEM","0x036C"
"DUNGEON_NPC_SHOP_OPEN_CLOSE","0x036D"
"SEVENTH_MISSION_REWARD","0x036E"
"SERIA_RIDABLE_IN_HIDDEN_TRUTH_DUNGEON","0x036F"
"DUNGEON_CLEAR_REWARD","0x0370"
"BUY_MOON_FESTIVAL_ITEM","0x0371"
"RENT_EQUIPMENT_ITEM","0x0372"
"CHARGE_RENTPOINT","0x0373"
"REQUEST_RECEIVE_ATTANDANCE_REWARD","0x0374"
"EVENT_ACCOUNT_FATIGUE_STAT","0x0375"
"GOLDEN_EGG_REWARD_REQUEST","0x0376"
"LEVELUP_SUPPORT_3RD_EVENT_GET_ITEM","0x0377"
"JULY7TH_REQUEST_RESPONSE","0x0378"
"DECIDE_CHALLENGE_ATTENDANCE","0x0379"
"TICTACTOE_MARKING","0x037A"
"TICTACTOE_REQUEST_DATA","0x037B"
"TICTACTOE_REWARD","0x037C"
"EXCHANGE_ITEM_FROM_NPC","0x037D"
"CHAIN_LETTERS_REWARD","0x037E"
"SEAL_CREATURE","0x037F"
"DNF_WITH_FRIENDS_RECOMMEND","0x0380"
"DNF_WITH_FRIENDS_INFO","0x0381"
"DNF_WITH_FRIENDS_BUY","0x0382"
"HELP_LEVEL_UP","0x0383"
"EVENT_GROWTH_EQUIPMENT","0x0384"
"SHOOTINGSTAR_BUY_ITEM","0x0385"
"DIMENSION_POCKET_ITEM","0x0386"
"ACCELERATE_GROWTH_SEND_GIFT","0x0387"
"SELECT_COLLECTBOX","0x0388"
"ADD_COLLECTBOX_ITEM","0x0389"
"REMOVE_COLLECTBOX_ITEM","0x038A"
"EXTEND_COLLECTBOX_EXPIRY_DATE","0x038B"
"TAKE_MAGIC_LAMP","0x038C"
"SEND_GLASS_BOTTLE_LETTER","0x038D"
"FACEBOOK_LIKE","0x038E"
"ON_TIME_IMD_REQUEST","0x038F"
"THE_SEA_BOTTOM2000_USE","0x0390"
"UNIQUE_BIND_SHPERE_INFO","0x0391"
"PREPARE_NEW_BALANCE","0x0392"
"WEDDING_REQUEST","0x0393"
"WEDDING_RESPONSE","0x0394"
"WEDDING_MONEY_GIFT","0x0395"
"WEDDING_CHARAC","0x0396"
"WEDDING_UPGRADE_RING","0x0397"
"WEDDING_USE_LOVE_POINT_ITEM","0x0398"
"WEDDING_SEND_LETTER","0x0399"
"WEDDING_ENTER_CEREMONY","0x039A"
"UPDATE_GUEST_COMMENT","0x039B"
"DELETE_GUEST_COMMENT","0x039C"
"LOAD_GUEST_COMMENT","0x039D"
"CHECK_MOVE_TO_PARTNER","0x039E"
"MOVE_TO_PARTNER","0x039F"
"COUPLE_INVEN_OPEN_CLOSE","0x03A0"
"COUPLE_ROOM_MOVE_ITEM","0x03A1"
"COUPLE_INVEN_DELETE_ITEM","0x03A2"
"COUPLE_TREE_PLANT","0x03A3"
"COUPLE_TREE_WATER","0x03A4"
"COUPLE_TREE_HARVEST","0x03A5"
"COUPLE_TREE_REMOVE","0x03A6"
"MAKE_COUPLE_GROWTHCAPSULE","0x03A7"
"GIVE_COUPLE_GROWTHCAPSULE","0x03A8"
"TAKE_COUPLE_GROWTHCAPSULE","0x03A9"
"DRAGON_DUNGEON_TIMEATTACK_RANKER_BOARD","0x03AA"
"BREAK_TRAP_RESULT","0x03AB"
"EVENT_CHANGE_CLASS","0x03AC"
"TRIPLE_EXP_KEEPING_REWARD","0x03AD"
"SELECT_RANDOM_FORTUNE","0x03AE"
"PLAY_BLUE_HORSE_SLOT","0x03AF"
"REWARD_BLUE_HORSE_SLOT","0x03B0"
"MYSTIC_AVATAR_ALPHA","0x03B1"
"YEAR_END_LOTTO","0x03B2"
"BINGO_STAMP_INFO","0x03B3"
"RETRY_BOOTER_INFO","0x03B4"
"OLYMPIC_MEDAL_INFO","0x03B5"
"VERY_DIFFICULT_HELL_PARTY","0x03B6"
"LEVEL_DECISION","0x03B7"
"COMPOUND_FOR_DIAMETRICALLY_ITEM","0x03B8"
"UNIQUE_ADVANCED_BIND_SHPERE","0x03B9"
"EVENT_QUESTION","0x03BA"
"DOBLIN_FROM_STAR","0x03BB"
"MARBLE_DICE_INFO","0x03BC"
"MARBLE_DICE_THROW","0x03BD"
"MARBLE_DICE_EXIT","0x03BE"
"TERA_PIECE_RANK","0x03BF"
"EXCHANGE_CERA_POINT","0x03C0"
"JOB_LEVEL_DECISION_SELECT","0x03C1"
"JOB_LEVEL_DECISION_INFO","0x03C2"
"JOB_LEVEL_DECISION_CHANGE","0x03C3"
"PHOENIX_WEAPON_EVENT_REWARD","0x03C4"
"PHOENIX_WEAPON_EVENT_REWARD_MAIL_CHECK_CHARAC","0x03C5"
"PHOENIX_WEAPON_EVENT_REWARD_MAIL","0x03C6"
"PHOENIX_WEAPON_EVENT_CHANGE_PERIOD","0x03C7"
"PHOENIX_WEAPON_EVENT_CHANGE_WEAPON","0x03C8"
"FIND_SIGNS_FINAL_REWARD_EVENT","0x03C9"
"CELEBRATE_BIG_TRANSITION_EVENT_REWARD","0x03CA"
"_6TH_GOLDCOIN_","0x03CB"
"UPDATE_BEST_DAMAGE_RANK","0x03CC"
"REQUEST_BEST_DAMAGE_RANK","0x03CD"
"SENSE_OF_CHOICE","0x03CE"
"DICE_GAME","0x03CF"
"VALENTINE_EVENT_2014","0x03D0"
"_2014_LIE_DAY_DELILAH_SHOP_BUY_JPN","0x03D1"
"EVENT_SUGARTIME_DAY_REWARD","0x03D2"
"EVENT_SUGARTIME_FINAL_REWARD","0x03D3"
"EVENT_SUGARTIME_FINAL_PICK","0x03D4"
"DUAL_RAID_BOSS_HP_CHECK","0x03D5"
"CREATURE_EXP_BOOK","0x03D6"
"UPGRADE_TICKET_SLOT_MACHINE_PLAY","0x03D7"
"UPGRADE_TICKET_SLOT_MACHINE_OPEN","0x03D8"
"PUZZLE_GAME_CHOICE","0x03D9"
"PUZZLE_CHANCE_REWARD","0x03DA"
"TOS_CUR_DUNGEON_INFO","0x03DB"
"FATIGUE_STEP_REWARD","0x03DC"
"MISSION_ROULETTE","0x03DD"
"MISSION_ROULETTE_TRIGGER","0x03DE"
"CHANGE_AVATAR_CLOSET_SET","0x03DF"
"SELECT_AVATAR_CLOSET","0x03E0"
"GUNNER2ND_ATTENDANCE_REWARD_REQ","0x03E1"
"CHARGING_CHARM_ENERGY","0x03E2"
"EVENT_QUICK_SLOT_REWARD","0x03E3"
"EVENT_TOTAL_ATTENDANCE_CHECK_THISWEEK","0x03E4"
"LEGEND_SWORD_INFO","0x03E5"
"REQUEST_REWARD_COMPLETE_DECIDE_LEVELUP","0x03E6"
"REQUEST_REWARD_COMPLETE_DECIDE_STATE","0x03E7"
"UPGRADE_AVATAR_CLOSET","0x03E8"
"HALLOWEEN_INFO","0x03E9"
"BIND_PLUS","0x03EA"
"CARD_COMPOUND","0x03EB"
"DONATE_FOR_ECO","0x03EC"
"EVENT_ITEM_REQUEST","0x03ED"
"ATTENDANCE_CALENDAR","0x03EE"
"XIGNCODE_SECURITY_DATA","0x03EF"
"CHRISTMAS_PRESENT_EXCHANGE","0x03F0"
"LONG_ATTENDANCE_CHANGE_MISSION","0x03F1"
"PROPER_DUNGEON_CLEAR_CHARAC_REWARD","0x03F2"
"USE_RANDOMBOX_ITEM_EXPAND","0x03F3"
"BURNING_UP_TO_SPECIFIC_LEVEL","0x03F4"
"PEER_PING_INDEX_UNIV","0x03F5"
"INCREASE_CHANCE_LOTTERY_RESET","0x03F6"
"GOAL_ATTAINMENT","0x03F7"
"CHRONICLE_DISJOINT","0x03F8"
"MAHJONG_STARTGAME","0x03F9"
"MAHJONG_GET","0x03FA"
"MAHJONG_DROP","0x03FB"
"AIM_FOR_THE_LEGENDARY","0x03FC"
"PLAY_DNF_AT_LABORDAY","0x03FD"
"PROPER_DUNGEON_COUNT_ACCOUNT","0x03FE"
"FRAMELAG_PER_DUNGEON","0x03FF"
"PRESENT_TO_PERIS","0x0400"
"MACHINE_CREATURE_CHANGE_STATE","0x0401"
"ACCOUNT_ONCE_GIFT_EVENT","0x0402"
"DUNGEON_BOSS_MAP_SELECT","0x0403"
"WELCOMBACK_ATTENDANCE","0x0404"
"WELCOMBACK_DAILY_MISSION","0x0405"
"FOOLS_DAY_SYUSIA_PRESENT","0x0406"
"WELCOMBACK_DAILY_EQUIP_REWARD","0x0407"
"ADD_BUFF_VENDING_MACHINE","0x0408"
"KUNOICHI_HOT_TRAINING","0x0409"
"NINJA_SMITHY","0x040A"
"GOLDEN_BINGO_EVENT","0x040B"
"EVERY_DAY_DFO","0x040C"
"SECURITY_CARD_EMAIL_REQ_UNIV","0x040D"
"PARTY_TIME_UNIV","0x040E"
"SECURITY_CARD_CERT_KEY_CANCEL_UNIV","0x040F"
"PRIEST_MISSION_REWARD","0x0410"
"PRIEST_LEVELUP_SUPPORT","0x0411"
"PRIEST_DIMENSION_SUPPORT","0x0412"
"LIA_WALKIE_TALKIE_ATTENDENCE","0x0413"
"MYSTIC_AVATAR","0x0414"
"COMMON_STRUCT_SAMPLE","0x0415"
"SELECT_TIME_ATTENDANCE","0x0416"
"GOD_GROWTH_SUPPORT","0x0417"
"KARON_LETHE_FREE","0x0418"
"COMMON_BUFF_VENDING_MACHINE_CHN","0x0419"
"ALL_USER_GROWUP","0x041A"
"_7TH_ANNIVERSARY","0x041B"
"NEW_ACCOUNT_RECOMMAND_FRIEND","0x041C"
"NEW_ACCOUNT_REQ_RECOMMAND_COUNT_REWARD","0x041D"
"SERIA_CLOSET_BUY","0x041E"
"SERIA_CLOSET_WEAR","0x041F"
"REQ_CIRCUS_DUNGEON_TICKET","0x0420"
"MAKE_UNDERWORLD_MAP_PIECE","0x0421"
"REQ_UNDERWORLD_MAP_REWARD","0x0422"
"USE_PAYLETTER_COUPON","0x0423"
"_8WEEK_ATTENDANCE","0x0424"
"ATSWORDMAN_PHOENIX_WEAPON","0x0425"
"CHANGE_PHOENIX_WEAPON","0x0426"
"UNLIMITED_PHOENIX_WEAPON","0x0427"
"GET_GAME_INFO_GAME_OF_DANJIN","0x0428"
"ROLL_DICE_GAME_OF_DANJIN","0x0429"
"RESET_BOARD_GAME_OF_DANJIN","0x042A"
"FORCE_BUY_ITEM_DICE_GAME_OF_DANJIN","0x042B"
"RENEWAL_HOT_TIME_EVENT","0x042C"
"LUDMILLA_SUPPORT","0x042D"
"REQUEST_REWARD_SECOND_AWAKENING_EVENT_UNIV","0x042E"
"GET_REWARD_INFO_SECOND_AWAKENING_EVENT_UNIV","0x042F"
"ABOUT_HOPE","0x0430"
"MYSTERIOUS_GRACE","0x0431"
"LEAVE_IN_NATIONALDAY","0x0432"
"NATIONAL_DAY_2015","0x0433"
"EVENT_PVP_ACCOUNT","0x0434"
"CLEAR_COMBO_WITH_PROLEAGUE","0x0435"
"DAILY_CHARAC_DUNGONE_CLEAR_JPN","0x0436"
"FIGHTER_SKILL_EVENT_REWARD_JPN","0x0437"
"FIGHTER_SKILL_EVENT_USE_SKILL_JPN","0x0438"
"DAILY_LETHE_SUPPORT_EVENT_JPN","0x0439"
"CRACK_OF_DIMMENSION_REWARD_JPN","0x043A"
"ANTIBOT","0x043B"
"DPROTO","0x043C"
"DPROTO_CALLBACK","0x043D"
"END","0x043E"
