"name","value"
"RAID_MESSAGE","0x024D"
"RAID_MEMBER_STATE","0x024E"
"RAID_LIST","0x024F"
"RAID_MODIFY","0x0250"
"RAID_WAITING_LIST","0x0251"
"RAID_WAITING_MODIFY","0x0252"
"PREPARE_START_RAID","0x0253"
"START_RAID","0x0254"
"RAID_SET_TIMER","0x0255"
"RAID_REMAIN_TIME","0x0256"
"RAID_ENTRY_COST_INFO","0x0257"
"RAID_MOVIE_SKIP","0x0258"
"RAID_REWARD_LIST","0x0259"
"RAID_RESULT","0x025A"
"SEQUENTIAL_DUNGEON_INFO","0x025B"
"DUNGEON_CLEAR_LIMIT_TIME_START","0x025C"
"RESTRICTION_INFO","0x025D"
"STAR_MARKETING_EVENT_INFO","0x025E"
"RECENT_FRIEND_LOGIN_INFO","0x025F"
"PVP_SEASON_REWARD","0x0260"
"PVP_SEASON_WARM_UP_FINISH","0x0261"
"PVP_COLOSSEUM_CONTEXT","0x0262"
"PVP_COLOSSEUM_REWARD","0x0263"
"DUNGEON_FEVER_TIME","0x0264"
"PVP_DISCONNECT_NOTI","0x0265"
"MISSION_CAPTURE_OBJECT_START","0x0266"
"MISSION_CAPTURE_OBJECT_RESULT","0x0267"
"CLEAR_PARTY_BUFF_CARD","0x0268"
"GUNNER_2_AWAKENING_EVENT_INFO","0x0269"
"CHARAC_REWARD_AS_LEVEL_EVENT_INFO","0x026A"
"GROWTYPE_EXPERIENCE_EVENT_INFO","0x026B"
"HOLIDAY_CERA_EVENT","0x026C"
"EVENT_END","0x026D"
"COUPON_SYSTEM_INFO","0x026E"
"LEVEL_UP_EVENT_INFO","0x026F"
"LEVEL_AIMING_EVENT_INFO","0x0270"
"ILLUSION_UPGRADE_EVENT_INFO","0x0271"
"ILLUSION_UPGRADE_STATE","0x0272"
"CLEAR_RAID_BUFF","0x0273"
"QUEST_DUNGEON_CLEAR_COUNT","0x0274"
"MINIGAME_EVENT_INFO","0x0275"
"DUNGEON_RESTRICT_EVENT_INFO","0x0276"
"DYNAMIC_MATERIAL_INFO","0x0277"
"CRACK_OF_DIMENSION","0x0278"
"CRACK_DAILY_INFO","0x0279"
"RAID_BUFF_SYSTEM","0x027A"
"RAID_MONSTER_HP","0x027B"
"PCROOM_ATTENDANCE_EVENT_INFO","0x027C"
"DUNGEON_BONUS_MONSTER","0x027D"
"PROPER_DUNGEON_CLEAR_REWARD_INFO","0x027E"
"EVENT_NPC_DYNAMIC_DISPLAY","0x027F"
"USER_ATTENDANCE_EVENT_INFO","0x0280"
"SERIA_CLOSET_INFO","0x0281"
"LINKED_DUNGEON_INFO","0x0282"
"GUILD_SCHOOL_EVENT_INFO","0x0283"
"PAYBACK_CHARAC_INFO","0x0284"
"PAYBACK_CHARAC_REWARD","0x0285"
"DAILY_CHALLENGE","0x0286"
"DAILY_CHALLENGE_CLEAR_DUNGEON","0x0287"
"DIMENSION_DUNGEON_STUDY_EVENT_INFO","0x0288"
"HONOR_LEVEL_INFO","0x0289"
"RAID_INOUT_SYSTEM","0x028A"
"FARM_EVENT_INFO","0x028B"
"USE_COIN_LIMIT_EVENT_INFO","0x028C"
"PCROOM_WITH_FRIEND","0x028D"
"NEW_SEMESTER_ATTENDANCE_EVENT_INFO","0x028E"
"ITEMTRADE_REG_ITEM_FINISH","0x028F"
"DUNGEON_COUNTING_INFO","0x0290"
"DUNGEON_VISIT_MAZE","0x0291"
"ENTRY_PARTY_WAIT","0x0292"
"ENTRY_INTO_PARTY_FINISH","0x0293"
"EQUIPMENT_SWAP_INFO","0x0294"
"SUDDENLY_DNF_ATTACK_EVENT_COMPLETE","0x0295"
"REAL_ESTATE_START","0x0296"
"REAL_ESTATE_USER_STATE","0x0297"
"REAL_ESTATE_MEMBER_INFO","0x0298"
"REAL_ESTATE_MAP_INFO","0x0299"
"REAL_ESTATE_REMAIN_TIME","0x029A"
"REAL_ESTATE_STATE","0x029B"
"REAL_ESTATE_USER_SCORE","0x029C"
"PCROOM_CHOICE_AND_FOCUS","0x029D"
"RENTAL_ITEM_EVENT_INFO","0x029E"
"SHOP_PURCHASE_COUNT","0x029F"
"CONNECTION_KEEPING_EVENT_INFO","0x02A0"
"UDP_PACKET_COLLECT_INFO","0x02A1"
"SECU_REQUEST_INPUT_KEY","0x02A2"
"REAL_ESTATE_GOLD_CARD_INFO","0x02A3"
"REAL_ESTATE_TAX_INFO","0x02A4"
"REAL_ESTATE_REWARD_INFO","0x02A5"
"HELL_PARTY_MONSTER_INFO","0x02A6"
"DISCONN_DUNGEON_INFO","0x02A7"
"REJOIN_DUNGEON","0x02A8"
"CANCEL_REJOIN_DUNGEON","0x02A9"
"REJOINABLE_DUNGEON","0x02AA"
"PVP_CLEAR_COMBOMISSION_LIST","0x02AB"
"REQUEST_GUILD_CREATE_PERMIT","0x02AC"
"REPLY_GUILD_CREATE_PERMIT","0x02AD"
"EVENT_DUNGEON_ENTER_COUNT_INFO","0x02AE"
"TERRITORY_COMBAT_RESPAWN","0x02AF"
"TERRITORY_COMBAT_SYMBOL","0x02B0"
"TERRITORY_COMBAT_SKILL","0x02B1"
"STORY_BOOK_INFO","0x02B2"
"RETURN_USER_WEB_EVENT_STATE","0x02B3"
"PUZZLE_EVENT_INFO","0x02B4"
"CASH_SHOP_PURCHASE_LIMIT_INFO","0x02B5"
"RENT_GUILD_SUPPORT_CHARAC","0x02B6"
"LIST_GUILD_SUPPORT_CHARAC","0x02B7"
"TERRITORY_COMBAT_CLEAR_DUNGEON","0x02B8"
"GUILD_CHARAC_EXPAND_DATA","0x02B9"
"TERRITORY_COMBAT_DECLARATION_LIST","0x02BA"
"TERRITORY_COMBAT_INDIRECT_PART_STATUS","0x02BB"
"PROPER_DUNGEON_CLEAR_EVENT_INFO","0x02BC"
"SERVER_CHARACTER_LIST","0x02BD"
"GUILD_ASSAULT_RESULT","0x02BE"
"EVENT_ONTIME","0x02BF"
"EVENT_DNFTREND_STATE","0x02C0"
"EVENT_DNFTREND_REWARD_STATE","0x02C1"
"EVENT_DNFTREND_ALL_REWARD_STATE","0x02C2"
"AUTO_USE_SPECIAL_BUFF_ITEM_USE_ITEM","0x02C3"
"EVENT_TEN_MINUTE_STATE","0x02C4"
"PREMIUM_SERVICE","0x02C5"
"CHARAC_PREMIUM_CHARAC_LINK_ITEM","0x02C6"
"LIMIT_IPGNO","0x02C7"
"CHARAC_PREMIUM_NAME_TAG","0x02C8"
"BOSS_TOWER_INFO","0x02C9"
"START_BOSS_TOWER_MAP","0x02CA"
"BOSS_TOWER_STATE_REWARD","0x02CB"
"BOSS_TOWER_STATE_EPLP","0x02CC"
"VICTORCHARAC_LOGIN","0x02CD"
"FIGHTERCHARAC_INOUT","0x02CE"
"TOPVICTORCHARAC","0x02CF"
"CON_LIMIT_INOUT_COUNT","0x02D0"
"CON_VALENTINE_EVENT","0x02D1"
"CERASHOP_BONUS_ITEM","0x02D2"
"PUNISH_CHATTING","0x02D3"
"VILLAGE_ATTACKED_COMBINE","0x02D4"
"DAILYSCHEDULE_CONTENTS_STATE","0x02D5"
"SAFE_MODE","0x02D6"
"CHARAC_MIGRATION","0x02D7"
"LIMIT_ITEM_INFO","0x02D8"
"SERVER_BROADCAST_TIME_MESSAGE","0x02D9"
"BUY_RESTRICT_ITEM_LIST","0x02DA"
"ACTION_POINT_ACTION_CLEAR","0x02DB"
"ACTION_POINT_LIST_STATE","0x02DC"
"DECORATION_INVENTORY_INFO","0x02DD"
"DECORATION_ROOM_INFO","0x02DE"
"HOUSING_INVITE_FRIEND","0x02DF"
"HOUSING_INVITE_TIMEOUT","0x02E0"
"HOUSING_ROOM_USERS","0x02E1"
"HOUSING_LEAVE_USER","0x02E2"
"HOUSING_LEAVE_OWNER","0x02E3"
"HOUSING_SEND_MESSAGE","0x02E4"
"PACKET_SERVER_TIME","0x02E5"
"PACKET_SWITCH_EQUIPSLOT","0x02E6"
"HOUSING_TREE_INFO","0x02E7"
"HOUSING_WATER_HISTORY","0x02E8"
"PERSONAL_INFO","0x02E9"
"TOURNAMENT_JOIN_BEGIN","0x02EA"
"TOURNAMENT_JOIN_END","0x02EB"
"TOURNAMENT_BEGIN","0x02EC"
"TOURNAMENT_END","0x02ED"
"TOURNAMENT_REWARD_CHARACTER_RANKING","0x02EE"
"TOURNAMENT_WINNER","0x02EF"
"TOURNAMENT_RANKERS","0x02F0"
"ADVANCE_ALTAR_STAGE_INFO","0x02F1"
"ADVANCE_ALTAR_START_MAP","0x02F2"
"ADVANCE_ALTAR_SPAWN_UNIT","0x02F3"
"ADVANCE_ALTAR_UPDATE_STAGE_CLEAR","0x02F4"
"ADVANCE_ALTAR_TEST_CHECK_GAGE","0x02F5"
"ADVANCE_ALTAR_EPLP_STATE","0x02F6"
"ADVANCE_ALTAR_CLEAR_STAGE","0x02F7"
"ADVANCE_ALTAR_UPDATE_RIDABLE","0x02F8"
"OCCUPY_DUNGEON_INFO","0x02F9"
"OCCUPY_DUNGEON_INFO_AND_MYRECORD","0x02FA"
"OCCUPY_DUNGEON_COMPLETE_INFO","0x02FB"
"EVENT_LOGIN_AND_GIFT","0x02FC"
"EVENT_PLANT_TREE","0x02FD"
"READY_USER_INFO","0x02FE"
"CANCEL_USER","0x02FF"
"CONTRACT_OF_CUBE_INFO","0x0300"
"TIME_STEP_ATTENDANCE_DATA","0x0301"
"MISS_TITLE","0x0302"
"KIRI_CARGO_INFO","0x0303"
"SUCCESS_CHAMPION_BREAK_SYSTEM","0x0304"
"PVP_TOURNAMENT_INFO","0x0305"
"MATCHING_ERROR","0x0306"
"CHANNEL_MOVE_FOR_MATCHING","0x0307"
"EVENT_RANKING_TABLE","0x0308"
"FREELY_GIVEITEM_EVENT_INFO","0x0309"
"FREELY_GIVEITEM_EVENT_INCREASE_CNT","0x030A"
"DUNGEON_MISSION_TIMER_ACTION","0x030B"
"CHRISTMAS_PACKAGES_PURCHASE_COUNT","0x030C"
"PREMIUM_EXPIRE_NOTI","0x030D"
"ACCEPT_DEVIL_QUEST","0x030E"
"SERVER_STATE_MESSAGE","0x030F"
"MINORITY_EVENT","0x0310"
"_6THEVENT_SERVER_POINT","0x0311"
"AVATAR_COIN_COUNT","0x0312"
"ARAD_CONDITION_EVENT_CLEAR_INFO","0x0313"
"VISIT_ROOM_COUNT","0x0314"
"UPDATE_AVATAR_ENDURANCE","0x0315"
"REFRESH_HUMAN_CERTIFY_JPN","0x0316"
"USER_BUY_RESTRICT_UPDATE_ITEM_LIST","0x0317"
"RENT_ITEM_USE_FATIGUE","0x0318"
"FIRST_TIME_LOGIN","0x0319"
"DAILY_REWARD_LOGIN","0x031A"
"UPDATE_ITEM_LIST_GOLDEFFECT","0x031B"
"HIT_BALL_SEED","0x031C"
"QUEST_BEFORE_70_LEVEL_EXPAND","0x031D"
"EVENT_GROWTH_PACKAGE_A","0x031E"
"LEVELUP_SUPPORT_INFO","0x031F"
"PUNISH_SHOW_TIPS","0x0320"
"DYE_BOOSTER_POINT","0x0321"
"INSPECTION_NOTICE","0x0322"
"REQUEST_MOVING_CHANNEL_SELECTING_SCENE","0x0323"
"SP_TEAM_INFO","0x0324"
"UPDATE_SP_TEAM_INFO","0x0325"
"STRONGEST_PVP_LEAGUE_JOIN_INFO","0x0326"
"OBJECT_DESTROY_REWARD","0x0327"
"TOWER_OF_DESPAIR_INFO","0x0328"
"PUZZLE_STATE_INFO","0x0329"
"RESTRICT_REGISTER_POINTSERVER_INFO","0x032A"
"DOUBLE_ATTENDANCE_STATE","0x032B"
"FIRST_LOGIN_INFO","0x032C"
"DECORATION_INVENTORY_ALTER_LIST","0x032D"
"DECORATION_INVENTORY_INSTALL_LIST","0x032E"
"FLOWER_BETTER_DANJIN_EVENT_INFO","0x032F"
"USE_GOLD_COUNT_FOR_PVP_SKILL","0x0330"
"UPGRADE_CARRY_GOLD","0x0331"
"APC_TN_STATE_INFO","0x0332"
"APC_TN_TOTAL_BETTING_COUNT","0x0333"
"APC_TN_USER_INFO","0x0334"
"RACING_DUNGEON_ENTER_COUNT","0x0335"
"SECRET_EVENT_SHOP_NPC","0x0336"
"SECRET_EVENT_SHOP_ITEM_LIST","0x0337"
"USER_CHOICE_INFO","0x0338"
"EVENT_RETURN_USER_INFO","0x0339"
"EVENT_ATTENDANCE_DATA","0x033A"
"QQ_PCROOM_BENEFIT_DATA","0x033B"
"EVENT_CREATE_DNF","0x033C"
"PCROOM_DAYILY_REWARD_STATE","0x033D"
"HERO_MISSION_STATE","0x033E"
"ADVANCE_DOBLIN_STATE","0x033F"
"GOLDEN_EGG_STATE","0x0340"
"HAPPY_HOUR_EVENT_INFO","0x0341"
"HAPPY_HOUR_EVENT_CHARAC_INFO","0x0342"
"LEVELUP_SUPPORT_3RD_EVENT_INFO","0x0343"
"JULY7TH_SOULMATE_INFO","0x0344"
"JULY7TH_RESPONSE_STATE","0x0345"
"JULY7TH_MESSAGE","0x0346"
"NEW_EMOTION_INFO","0x0347"
"NEW_EMOTION_LEARN","0x0348"
"CHALLENGE_ATTENDANCE_GIFT_INFO","0x0349"
"CHALLENGE_ATTENDANCE_STEP_INFO","0x034A"
"TICTACTOE_DATA","0x034B"
"TICTACTOE_GAME_STATE","0x034C"
"GABRIEL_INTEREST_EVENT","0x034D"
"ASKA_CARE_SERVICE","0x034E"
"ROGER_LEVINE_AUCTION_BIDDING","0x034F"
"DUNGEON_NPC_SHOP_NPC","0x0350"
"DUNGEON_NPC_SHOP_ITEM_LIST","0x0351"
"EVENT_VIEW_PAGE_INFO","0x0352"
"MONSTER_CATCH","0x0353"
"SEVENTH_MISSION_INFO","0x0354"
"DUNGEON_CLEAR_STEP_INFO","0x0355"
"EVENT_MOON_FESTIVAL_DATA","0x0356"
"EQUIPMENT_RENTAL_LIST","0x0357"
"FIRST_BUY","0x0358"
"SUPPORT_ATSWORD_LEVEL_UP_ATTANDANCE_STATUS","0x0359"
"SUPPORT_ATSWORD_LEVEL_UP_FULL_LEVEL_REWARD","0x035A"
"CHAIN_LETTERS_INFO","0x035B"
"RECEIVE_CHAIN_LETTERS","0x035C"
"REVENUE_SANCTION","0x035D"
"MUTATION_GOBLIN","0x035E"
"DNF_WITH_FRIENDS_INFO","0x035F"
"DNF_WITH_FRIENDS_FROM_MONITOR","0x0360"
"DNF_WITH_FRIENDS_LOGIN_COUNT_INFO","0x0361"
"DNF_WITH_FRIENDS_BUY_COUNT_INFO","0x0362"
"WEDDING_REQUEST","0x0363"
"WEDDING_RESPONSE","0x0364"
"WEDDING_AVATAR","0x0365"
"WEDDING_INFO","0x0366"
"WEDDING_UPGRADE_RING","0x0367"
"WEDDING_DIVORCE","0x0368"
"CHARAC_LOVE_POINT","0x0369"
"WEDDING_CEREMONY","0x036A"
"WEDDING_LETTER","0x036B"
"WEDDING_INVITED_GUESTS","0x036C"
"WEDDING_CEREMONY_BEGIN","0x036D"
"COUPLE_ROOM","0x036E"
"COUPLE_INVEN","0x036F"
"COUPLE_ROOM_UPDATE","0x0370"
"COUPLE_ROOM_REFRESH","0x0371"
"COUPLE_TREE","0x0372"
"COUPLE_SIMPLE_INFO","0x0373"
"COUPLE_TREE_HARVEST_REWARD","0x0374"
"COUPLE_GROWTH_CAPSULE","0x0375"
"COUPLE_GROWTH_CAPSULE_GAGE","0x0376"
"LET_ME_HELP_YOU_FRIEND","0x0377"
"DNF_SPY_FAN_ACHIEVEMENT","0x0378"
"EVENT_GROWTH_EQUIPMENT","0x0379"
"EVENT_NEW_NMINUTE_REWARD","0x037A"
"SHOOTINGSTAR_STATE","0x037B"
"SHOOTINGSTAR_WISH_LIST_STATE","0x037C"
"SHOOTINGSTAR_RECEIVE_STAR","0x037D"
"DIMENSION_POCKET_EVENT_INFO","0x037E"
"SAO_CURRENT_FLOOR","0x037F"
"SAO_CLEAR_REWARD","0x0380"
"COLLECT_BOX","0x0381"
"MAGIC_LAMP_EVENT","0x0382"
"GLASS_BOTTLE_LETTER_EVENT","0x0383"
"SERVER_TIME","0x0384"
"FACEBOOK_LIKE_CHARAC_DATA","0x0385"
"ON_TIME_IMD_STAT","0x0386"
"ON_TIME_IMD_REWARD_STAT","0x0387"
"THE_SEA_BOTTOM2000_INFO","0x0388"
"BUY_COUNT_INFO","0x0389"
"DRAGON_DUNGEON_INOUT_CHARAC_DATA","0x038A"
"DRAGON_DUNGEON_CHANNEL_BUFF_INFO","0x038B"
"SLOT_MACHINE_INFO","0x038C"
"SLOT_MACHINE_ADD_CHANCE","0x038D"
"EVENT_CHANGE_CLASS","0x038E"
"HELP_GROWTH","0x038F"
"SKILL_DAMAGE_RANK_EVENT","0x0390"
"SKILL_INDEX","0x0391"
"OLYMPIC_MEDAL_INFO","0x0392"
"FISHING_2ND_BUFF_INFO","0x0393"
"BUY_COUNT_INFO_SECOND","0x0394"
"TRIPLE_EXP_KEEPING_INFO","0x0395"
"RECOVERY_FATIGUE","0x0396"
"RECOVERY_FATIGUE_USE","0x0397"
"FORTUNE_DATA","0x0398"
"FORTUNE_BROADCAST","0x0399"
"BLUE_HORSE_CHARAC_DATA","0x039A"
"ACTIVITY_POINT","0x039B"
"ACTIVATE_CHARACTER","0x039C"
"USER_APC_INFO_TOS","0x039D"
"TOS_CLEAR_REWARD","0x039E"
"QUESTION","0x039F"
"TERA_PIECE_RANK_INFO","0x03A0"
"TERA_PIECE_CLEAR_INFO","0x03A1"
"PROPER_REWARD_INFO","0x03A2"
"MARBLE_DICE_HEART_REWARD","0x03A3"
"PHOENIX_WEAPON_EVENT_DATA","0x03A4"
"FIND_SIGNS_FINAL_REWARD_EVENT_DATA","0x03A5"
"CELEBRATE_BIG_TRANSITION_EVENT_DATA","0x03A6"
"GM_ITEM_SIMULATION","0x03A7"
"SKILL_USE_EVENT","0x03A8"
"VALENTINE_EVENT_2014","0x03A9"
"_2014_LIE_DAY_DELILAH_SHOP_RESULT_JPN","0x03AA"
"_2014_LIE_DAY_DELILAH_SHOP_RESET_BUY_COUNT","0x03AB"
"EVENT_SUGARTIME_DAY","0x03AC"
"EVENT_SUGARTIME_FINAL","0x03AD"
"SENSE_OF_CHOICE","0x03AE"
"DUAL_RAID_DUNGEON_BUFF_PACKET","0x03AF"
"DUAL_RAID_ENTER_COUNT","0x03B0"
"UPGRADE_TICKET_SLOT_MACHINE_COIN_INFO","0x03B1"
"GUILD_JOIN_TO_USER","0x03B2"
"UPDATE_PVP_SEASON2","0x03B3"
"JOB_LEVEL_DECISION","0x03B4"
"BEGINNER_GUILD_JOIN","0x03B5"
"PUZZLE_GAME_INFO","0x03B6"
"ECO_EVENT_RESPONSE","0x03B7"
"EVENT_SLOT_MACHINE_DATA","0x03B8"
"MISSION_ROULETTE","0x03B9"
"MISSION_ROULETTE_TRIGGER","0x03BA"
"AVATAR_CLOSET_INFO","0x03BB"
"CHANGE_AVATAR_CLOSET_SET","0x03BC"
"GUNNER2ND_ATTENDANCE_INFO","0x03BD"
"PACKAGE_BONUS_EVENT_INFO","0x03BE"
"DECREASE_CHARM_ENERGY","0x03BF"
"EVENT_QUICK_SLOT_INFO","0x03C0"
"GOLD_SILVER_HORN_INFO","0x03C1"
"MAGE_ATTENDANCE_EVENT","0x03C2"
"EVENT_TOTAL_ATTENDANCE","0x03C3"
"COMPLETE_DECIDE_LEVEL_LEVELUP","0x03C4"
"LEGEND_SWORD_INFO","0x03C5"
"EVENT_HALLOWEEN_ATTENDANCE","0x03C6"
"HELL_PARTY_BOOSTER_GAGE","0x03C7"
"DUNGEON_ENTER_COUNT_INFO_INACCOUNT","0x03C8"
"UPGRADE_FAIL_ITEM_RETURN","0x03C9"
"EVENT_VALUE_TO_CLIENT","0x03CA"
"EVENT_ROULETTE_BUFF","0x03CB"
"EVENT_ATTENDANCE_CALENDAR","0x03CC"
"CHRISTMAS_PRESENT_EXCHANGE","0x03CD"
"XIGNCODE_SECURITY_DATA","0x03CE"
"NPC_SHOP_PURCHASE_LIMIT","0x03CF"
"NPC_SHOP_PURCHASE_ONCE_LIMIT","0x03D0"
"ATTENDANCE_MARBLE_EVENT_ONE_LAB_FINISH","0x03D1"
"LONG_ATTENDANCE_INFO","0x03D2"
"LONG_ATTENDANCE_MISSION_SUCCESS","0x03D3"
"EFDS_DIMENSION_INFO","0x03D4"
"BURNING_UP_TO_SPECIFIC_LEVEL","0x03D5"
"EQUIP_AVATAR_CONDITION_DROP_INFO","0x03D6"
"INCREASE_CHANCE_LOTTERY","0x03D7"
"INCREASE_CHANCE_LOTTERY_ALL","0x03D8"
"INCREASE_CHANCE_LOTTERY_NEW_ITEM","0x03D9"
"GOAL_ATTAINMENT","0x03DA"
"MAHJONG_GAME_COUNT","0x03DB"
"MAHJONG_GAME_PLAY","0x03DC"
"AIM_FOR_THE_LEGENDARY","0x03DD"
"PROPER_DUNGEON_COUNT_ACCOUNT","0x03DE"
"TRAVELING_MERCHANT_ASKA_POSITION","0x03DF"
"ANTON_CONQUEST_CLEAR_COUNT","0x03E0"
"ACCOUNT_ONCE_GIFT_EVENT","0x03E1"
"WELCOMBACK_ATTENDANCE","0x03E2"
"WELCOMBACK_DAILY_MISSION","0x03E3"
"WELCOMBACK_DAILY_EQUIP_REWARD","0x03E4"
"KUNOICHI_HOT_TRAINING","0x03E5"
"GOLDEN_BINGO_EVENT","0x03E6"
"COLLABO_RETURN_EVENT","0x03E7"
"EVERY_DAY_DFO","0x03E8"
"SECURITY_CARD_CERT_CNT_LIMIT_UNIV","0x03E9"
"PARTY_TIME_UNIV","0x03EA"
"PRIEST_MISSION_EVENT","0x03EB"
"PRIEST_LEVELUP_SUPPORT","0x03EC"
"PRIEST_DIMENSION_SUPPORT","0x03ED"
"LIA_WALKIE_TALKIE_ATTENDENCE","0x03EE"
"COMMON_STRUCT_SAMPLE_EX_INFO","0x03EF"
"BLIND_PURCHASE","0x03F0"
"PLAY_DNF_AT_LABORDAY_STATE","0x03F1"
"SELECT_TIME_ATTENDANCE","0x03F2"
"KARON_LETHE_FREE","0x03F3"
"BURNING_TIME_BUFF","0x03F4"
"ALL_USER_GROWUP","0x03F5"
"SERVER_CONST_KEY_VALUE","0x03F6"
"_7TH_ANNIVERSARY","0x03F7"
"NEW_ACCOUNT_RECOMMAND_INFO","0x03F8"
"NEW_ACCOUNT_RECOMMAND_STATUS","0x03F9"
"CIRCUS_DUNGEON_TICKET_INFO","0x03FA"
"EPIC_BOOK_INFO","0x03FB"
"CHARACTER_MANAGE_INFO","0x03FC"
"UNDERWORLD_MAP_INFO","0x03FD"
"_8WEEK_ATTENDANCE","0x03FE"
"ATSWORDMAN_PHOENIX_WEAPON","0x03FF"
"REMAIN_DICE_COUNT_UNIV","0x0400"
"RENEWAL_HOT_TIME_EVENT","0x0401"
"LUDMILLA_SUPPORT","0x0402"
"SECOND_AWAKENING_EVENT_UNIV","0x0403"
"PVP_EVENT_ACCOUNT","0x0404"
"CLEAR_COMBO_WITH_PROLEAGUE","0x0405"
"DAILY_CHARAC_DUNGONE_CLEAR_JPN","0x0406"
"FIGHTER_SKILL_EVENT_JPN","0x0407"
"DAILY_LETHE_SUPPORT_EVENT_JPN","0x0408"
"CRACK_OF_DIMENSION_EVENT_INFO_JPN","0x0409"
"ANTIBOT","0x040A"
"DPROTO","0x040B"
"END","0x040C"
